"species_raw","primary_diet","carnivore","carnivore:piscivore","carnivore:sanguivore","carnivore:insectivore","carnivore:molluscivore","carnivore:eats_other_marine_invertebrates","herbivore","herbivore:frugivore","herbivore:lignivore","herbivore:algivore","omnivore","planktivore","mycophage","detritivore","coprophage","animal_foods","birds","mammals","amphibians","reptiles","fish","eggs","blood","body_fluids","carrion","insects","terrestrial_non_insect_arthropods","mollusks","terrestrial_worms","aquatic_or_marine_worms","aquatic_crustaceans","echinoderms","cnidarians","other_marine_invertebrates","zooplankton","plant_foods","leaves","roots_and_tubers","wood_bark_or_stems","seeds_grains_and_nuts","fruit","nectar","pollen","flowers","sap_or_other_plant_fluids","bryophytes","lichens","algae","macroalgae","phytoplankton","other_foods","fungus","detritus","dung","microbes","endothermic","ectothermic","heterothermic","homoiothermic","mass_average_g","mass_adult_average_g","mass_adult_female_average_g","mass_adult_male_average_g","mass_embryo_average_g","mass_weanling_average_g","mass_female_average_g","mass_male_average_g","species"
"Sinea diadema","Carnivore, Carnivore: Eats eggs, Carnivore: Eats body fluids, Carnivore: Insectivore","YES","","","YES","","","","","","","","","","",NA,"Eggs, Body fluids, Insects","","","","","","YES","","YES","","YES","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","YES","","",NA,NA,NA,NA,NA,NA,NA,NA,"sinea_diadema"
"Siren intermedia","Carnivore, Carnivore: Insectivore, Carnivore: Eats non-insect arthropods, Carnivore: Molluscivore, Carnivore: Vermivore","YES","","","YES","YES","","","","","","","","","",NA,"Insects, Terrestrial Non-insect Arthropods, Mollusks, Terrestrial Worms, Aquatic Crustaceans","","","","","","","","","","YES","YES","YES","YES","","YES","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","YES","YES","YES","",NA,NA,NA,NA,NA,NA,NA,NA,"siren_intermedia"
"Siren lacertina","Carnivore, Carnivore: Insectivore, Carnivore: Eats non-insect arthropods, Carnivore: Molluscivore, Herbivore, Herbivore: Algivore","YES","","","YES","YES","","YES","","","YES","","","","",NA,"Fish, Insects, Terrestrial Non-insect Arthropods, Mollusks","","","","","YES","","","","","YES","YES","YES","","","","","","","","Algae","","","","","","","","","",NA,"","YES",NA,"","","","",NA,"","","YES","","",NA,NA,NA,NA,NA,NA,NA,NA,"siren_lacertina"
"Sirex noctilio","Herbivore, Herbivore: Eats sap or other plant foods, Mycophage","","","","","","","YES","","","","","","YES","",NA,"","","","","","","","","","","","","","","","","","","","","Sap or other plant fluids","","","","","","","","","YES",NA,"","",NA,"","Fungus","YES","",NA,"","","YES","YES","",NA,NA,NA,NA,NA,NA,NA,NA,"sirex_noctilio"
"Sistrurus catenatus","Carnivore, Carnivore: Eats terrestrial vertebrates","YES","","","","","","","","","","","","","",NA,"Mammals, Amphibians","","YES","YES","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","YES","",NA,NA,NA,NA,NA,NA,NA,NA,"sistrurus_catenatus"
"Sistrurus miliarius","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sistrurus_miliarius"
"Sitta canadensis","Carnivore, Carnivore: Insectivore, Omnivore","YES","","","YES","","","","","","","YES","","","",NA,"Insects, Terrestrial Non-insect Arthropods","","","","","","","","","","YES","YES","","","","","","","","","Seeds, grains, and nuts","","","","YES","","","","","",NA,"","",NA,"","","","",NA,"","YES","","","",10,NA,NA,NA,NA,NA,NA,NA,"sitta_canadensis"
"Sitta carolinensis","Omnivore","","","","","","","","","","","YES","","","",NA,"Insects","","","","","","","","","","YES","","","","","","","","","","Seeds, grains, and nuts","","","","YES","","","","","",NA,"","",NA,"","","","",NA,"","YES","","","",20,NA,NA,NA,NA,NA,NA,NA,"sitta_carolinensis"
"Sitta pusilla","Carnivore, Carnivore: Insectivore, Herbivore, Herbivore: Granivore","YES","","","YES","","","YES","","","","","","","",NA,"Eggs, Insects, Terrestrial Non-insect Arthropods","","","","","","YES","","","","YES","YES","","","","","","","","","Seeds, grains, and nuts","","","","YES","","","","","",NA,"","",NA,"","","","",NA,"","YES","","","",10.8,NA,NA,NA,NA,NA,NA,NA,"sitta_pusilla"
"Sitta pygmaea","Carnivore, Carnivore: Insectivore","YES","","","YES","","","","","","","","","","",NA,"Insects","","","","","","","","","","YES","","","","","","","","","","Seeds, grains, and nuts","","","","YES","","","","","",NA,"","",NA,"","","","",NA,"","YES","","","",10.15,NA,NA,NA,NA,NA,NA,NA,"sitta_pygmaea"
"Sminthopsis aitkeni","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_aitkeni"
"Sminthopsis archeri","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_archeri"
"Sminthopsis butleri","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_butleri"
"Sminthopsis crassicaudata","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","YES","","","",16,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_crassicaudata"
"Sminthopsis dolichura","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_dolichura"
"Sminthopsis douglasi","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_douglasi"
"Sminthopsis fuliginosus","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_fuliginosus"
"Sminthopsis gilberti","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_gilberti"
"Sminthopsis granulipes","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_granulipes"
"Sminthopsis griseoventer","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_griseoventer"
"Sminthopsis hirtipes","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_hirtipes"
"Sminthopsis leucopus","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_leucopus"
"Sminthopsis longicaudata","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","YES","","","",18,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_longicaudata"
"Sminthopsis macroura","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","YES","","","",20.6,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_macroura"
"Sminthopsis murina","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_murina"
"Sminthopsis ooldea","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_ooldea"
"Sminthopsis psammophila","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_psammophila"
"Sminthopsis virginiae","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_virginiae"
"Sminthopsis youngsoni","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sminthopsis_youngsoni"
"Solenodon cubanus","Carnivore, Carnivore: Insectivore","YES","","","YES","","","","","","","","","","",NA,"Reptiles, Carrion, Insects, Terrestrial Worms","","","","YES","","","","","YES","YES","","","YES","","","","","","","Leaves, Roots and tubers, Fruit","YES","YES","","","YES","","","","",NA,"","",NA,"","","","",NA,"","YES","","","",1000,NA,NA,NA,NA,NA,NA,NA,"solenodon_cubanus"
"Solenodon paradoxus","Carnivore, Carnivore: Insectivore, Carnivore: Eats non-insect arthropods, Carnivore: Molluscivore, Carnivore: Vermivore","YES","","","YES","YES","","","","","","","","","",NA,"Insects, Terrestrial Non-insect Arthropods, Mollusks, Terrestrial Worms","","","","","","","","","","YES","YES","YES","YES","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","YES","","","",800,NA,NA,NA,NA,NA,NA,NA,"solenodon_paradoxus"
"Solenopsis molesta","Omnivore","","","","","","","","","","","YES","","","",NA,"Insects","","","","","","","","","","YES","","","","","","","","","","Seeds, grains, and nuts, Fruit","","","","YES","YES","","","","",NA,"","",NA,"","","","",NA,"","","YES","YES","",NA,NA,NA,NA,NA,NA,NA,NA,"solenopsis_molesta"
"Solenopsis richteri","Carnivore, Carnivore: Eats body fluids, Carnivore: Insectivore","YES","","","YES","","","","","","","","","","",NA,"Body fluids, Insects","","","","","","","","YES","","YES","","","","","","","","","","Seeds, grains, and nuts","","","","YES","","","","","",NA,"","",NA,"","","","",NA,"","","YES","","",NA,NA,NA,NA,NA,NA,NA,NA,"solenopsis_richteri"
"Solenostomus paradoxus","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"solenostomus_paradoxus"
"Solomys ponceleti","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"solomys_ponceleti"
"Solomys salamonis","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"solomys_salamonis"
"Solomys salebrosus","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"solomys_salebrosus"
"Solomys sapientis","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"solomys_sapientis"
"Somateria fischeri","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","YES","","","",1615,NA,NA,NA,NA,NA,NA,NA,"somateria_fischeri"
"Somateria mollissima","Carnivore, Carnivore: Piscivore, Carnivore: Eats non-insect arthropods, Carnivore: Molluscivore, Carnivore: Eats other marine invertebrates","YES","YES","","","YES","YES","","","","","","","","",NA,"Fish, Mollusks, Aquatic Crustaceans, Echinoderms","","","","","YES","","","","","","","YES","","","YES","YES","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","YES","","","",1800,NA,NA,NA,NA,NA,NA,NA,"somateria_mollissima"
"Somateria spectabilis","Carnivore, Carnivore: Molluscivore","YES","","","","YES","","","","","","","","","",NA,"Fish, Insects, Terrestrial Non-insect Arthropods, Mollusks, Aquatic or Marine Worms, Aquatic Crustaceans, Echinoderms, Cnidarians, Other Marine Invertebrates","","","","","YES","","","","","YES","YES","YES","","YES","YES","YES","YES","YES","","Leaves, Algae","YES","","","","","","","","",NA,"","YES",NA,"","","","",NA,"","YES","","","YES",1618,NA,NA,NA,NA,NA,NA,NA,"somateria_spectabilis"
"Somatochlora hineana","Carnivore, Carnivore: Insectivore","YES","","","YES","","","","","","","","","","",NA,"Amphibians, Insects, Mollusks, Aquatic or Marine Worms, Aquatic Crustaceans","","","YES","","","","","","","YES","","YES","","YES","YES","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","YES","YES","",NA,NA,NA,NA,NA,NA,NA,NA,"somatochlora_hineana"
"Somniosus microcephalus","Carnivore, Carnivore: Piscivore","YES","YES","","","","","","","","","","","","",NA,"Mammals, Fish, Carrion, Mollusks, Aquatic Crustaceans, Echinoderms, Cnidarians","","YES","","","YES","","","","YES","","","YES","","","YES","YES","YES","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","YES","YES","",850000,NA,NA,NA,NA,NA,NA,NA,"somniosus_microcephalus"
"Sorex alaskanus","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sorex_alaskanus"
"Sorex alpinus","Carnivore, Carnivore: Insectivore, Carnivore: Eats non-insect arthropods, Carnivore: Vermivore","YES","","","YES","","","","","","","","","","",NA,"Insects, Terrestrial Non-insect Arthropods, Mollusks, Terrestrial Worms","","","","","","","","","","YES","YES","YES","YES","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","YES","","","YES",7.8,NA,NA,NA,NA,NA,NA,NA,"sorex_alpinus"
"Sorex araneus","Carnivore, Carnivore: Insectivore, Carnivore: Eats non-insect arthropods","YES","","","YES","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","YES","","","",9.5,NA,NA,NA,NA,NA,NA,NA,"sorex_araneus"
"Sorex arcticus","Carnivore, Carnivore: Insectivore","YES","","","YES","","","","","","","","","","",NA,"Mammals, Carrion, Insects, Terrestrial Non-insect Arthropods, Terrestrial Worms","","YES","","","","","","","YES","YES","YES","","YES","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","YES","","","YES",9.4,NA,NA,NA,NA,NA,NA,NA,"sorex_arcticus"
"Sorex arizonae","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sorex_arizonae"
"Sorex asper","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sorex_asper"
"Sorex bairdi","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sorex_bairdi"
"Sorex bedfordiae","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sorex_bedfordiae"
"Sorex bendirii","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sorex_bendirii"
"Sorex caecutiens","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sorex_caecutiens"
"Sorex cansulus","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sorex_cansulus"
"Sorex cinereus","Carnivore, Carnivore: Eats non-insect arthropods","YES","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","YES","","","",3.25,NA,NA,NA,NA,NA,NA,NA,"sorex_cinereus"
"Sorex coronatus","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sorex_coronatus"
"Sorex cylindricauda","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sorex_cylindricauda"
"Sorex daphaenodon","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sorex_daphaenodon"
"Sorex dispar","Carnivore, Carnivore: Insectivore, Carnivore: Eats non-insect arthropods","YES","","","YES","","","","","","","","","","",NA,"Insects, Terrestrial Non-insect Arthropods","","","","","","","","","","YES","YES","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","YES","","","",5,NA,NA,NA,NA,NA,NA,NA,"sorex_dispar"
"Sorex emarginatus","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"sorex_emarginatus"
"Sorex fumeus","Carnivore, Carnivore: Insectivore","YES","","","YES","","","","","","","","","","",NA,"Insects, Terrestrial Non-insect Arthropods, Mollusks, Terrestrial Worms","","","","","","","","","","YES","YES","YES","YES","","","","","","","","","","","","","","","","",NA,"","",NA,"","Fungus","YES","",NA,"","YES","","","YES",8.5,NA,NA,NA,NA,NA,NA,NA,"sorex_fumeus"
